"publisher","name","align","eye","hair","sex","alive","appearances","year"
"dc","Yolanda Montez (New Earth)","Good","Brown","others","Female","Deceased",64,1985
"dc","William Hand (New Earth)","Bad","Brown","Black","Male","Living",64,1964
"dc","Molly Mayne (New Earth)","Good","Green","Red","Female","Living",64,1947
"dc","Amy Winston (New Earth)","Good","others","Blond","Female","Living",63,1983
"dc","Klarion Bleak (New Earth)","Neutral","Black","Black","Male","Living",62,1973
"dc","Mark Merlin (New Earth)","Good","Blue","Brown","Male","Deceased",62,1959
"dc","Garfield Lynns (New Earth)","Bad","Blue","White","Male","Living",62,1952
"dc","David Reid (New Earth)","Neutral","Blue","Blond","Male","Deceased",61,2008
"dc","Emil LaSalle (New Earth)","Bad","Brown","Black","Male","Deceased",61,1981
"dc","Clifford Carmichael (New Earth)","Bad","Brown","Brown","Male","Deceased",61,1978
"dc","Morgaine le Fey (New Earth)","Bad","Black","Black","Female","Living",61,1972
"dc","Per Degaton (New Earth)","Bad","Red","Red","Male","Living",61,1947
"dc","Roxanne Leech (New Earth)","Good","Blue","Blond","Female","Living",60,1993
"dc","Paco Ramone (New Earth)","Good","Brown","Brown","Male","Deceased",60,1984
"dc","Bette Sans Souci (New Earth)","Bad","Blue","Red","Female","Living",60,1982
"dc","Martha Roberts (New Earth)","Good","Brown","Brown","Female","Deceased",60,1939
"dc","Angela Hawkins III (New Earth)","Bad","Green","Black","Female","Living",59,1981
"dc","Pren (New Earth)","Good","Blue","Red","Male","Deceased",59,1981
"dc","Arthur Brown (New Earth)","Bad","Blue","Blond","Male","Living",59,1966
"dc","Richard Starr (New Earth)","Good","Blue","Black","Male","Living",59,1958
"dc","Langford Terrill (New Earth)","Good","Blue","Blond","Male","Living",59,1940
"dc","Ryan Kendall (New Earth)","Good","Blue","Black","Male","Deceased",58,1992
"dc","Death (New Earth)","Neutral","Black","Black","Female","Living",58,1989
"dc","Cameron Mahkent (New Earth)","Bad","Blue","White","Male","Living",58,1987
"dc","Trigon (New Earth)","Bad","Red","Red","Male","Living",58,1981
"dc","James Rook (New Earth)","Good","Green","Brown","Male","Living",58,1969
"dc","Roscoe Dillon (New Earth)","Bad","Blue","Brown","Male","Deceased",58,1961
"dc","Jonathan Gabrielli I (New Earth)","Good","Black","Black","Male","Deceased",58,1942
"dc","Anita Fite (New Earth)","Good","Brown","Black","Female","Living",57,2000
"dc","Arak Red-Hand (New Earth)","Good","Brown","Black","Male","Deceased",57,1981
"dc","Anthony Rodriguez I (New Earth)","Good","Black","Brown","Male","Deceased",57,1942
"dc","Paul Kirk II (New Earth)","Good","Blue","Brown","Male","Deceased",57,1942
"dc","Hera (New Earth)","Neutral","Blue","Red","Female","Living",57,1941
"dc","Baby Wildebeest (New Earth)","Good","White","Black","Male","Deceased",56,1992
"dc","Troy Stewart (Pre-Zero Hour)","Good","Black","Black","Male","Living",56,1976
"dc","Sebastian Faust (New Earth)","Good","Blue","Black","Male","Living",55,1993
"dc","Voz (New Earth)","Good","Brown","Brown","Male","Living",55,1993
"dc","Stanley Kitch (New Earth)","Good","Blue","Blond","Male","Living",55,1989
"dc","Henry Heywood III (New Earth)","Good","Blue","Red","Male","Deceased",55,1984
"dc","Yera Allon (Pre-Zero Hour)","Good","others","others","Female","Living",55,1982
"dc","Anton Arcane (New Earth)","Bad","Black","White","Male","Deceased",55,1973
"dc","Judy Walton (New Earth)","Good","Blue","Blond","Female","Living",55,1960
"dc","Johnny Peril (New Earth)","Good","Blue","Blond","Male","Living",55,1947
"dc","Michael Akins (New Earth)","Neutral","Brown","Black","Male","Living",54,2001
"dc","Natt Walls (New Earth)","Neutral","Brown","Black","Male","Deceased",54,1996
"dc","Carol Bucklen (New Earth)","Good","Brown","Black","Female","Living",54,1995
"dc","Jared Stevens (New Earth)","Good","Blue","Black","Male","Deceased",54,1994
"dc","Satanus (New Earth)","Bad","Red","Black","Male","Living",54,1992
"dc","Big Bear (New Earth)","Good","Green","Red","Male","Deceased",54,1971
"dc","Merlyn (New Earth)","Bad","Black","Black","Male","Living",54,1971
"dc","Arthur Curry, Jr. (New Earth)","Neutral","Blue","Blond","Male","Deceased",54,1965
"dc","Jennifer Pierce (New Earth)","Good","Brown","Black","Female","Living",53,2008
"dc","Knockout (New Earth)","Bad","Blue","Red","Female","Living",53,1994
"dc","Daniel Chase (New Earth)","Good","Green","Red","Male","Deceased",53,1987
"dc","Danton Black (New Earth)","Bad","Blue","Black","Male","Living",53,1978
"dc","Lori Zechlin (New Earth)","Neutral","Blue","Black","Female","Living",52,2005
"dc","Cody Driscoll (New Earth)","Good","Green","Blond","Male","Living",52,1996
"dc","Helena Kosmatos (New Earth)","Good","Red","Blond","Female","Living",52,1987
"dc","Kalista (New Earth)","Good","White","others","Female","Deceased",52,1981
"dc","Beautiful Dreamer (New Earth)","Good","Blue","Black","Female","Deceased",52,1971
"dc","James Craddock (New Earth)","Bad","Blue","Brown","Male","Deceased",52,1947
"dc","Katherine Kane (New Earth)","Good","Green","Red","Female","Living",51,2006
"dc","Rex Leech (New Earth)","Neutral","others","Brown","Male","Living",51,1993
"dc","Artemis, Goddess of the Hunt (New Earth)","Neutral","Blue","Red","Female","Living",51,1987
"dc","Andrew Bennett (New Earth)","Good","Red","Black","Male","Living",51,1981
"dc","Mark Moonrider (New Earth)","Good","Blue","Black","Male","Deceased",51,1971
"dc","Serifan (New Earth)","Good","Blue","Blond","Male","Deceased",51,1971
"dc","Phillip Mason (New Earth)","Good","Blue","Blond","Male","Living",51,1959
"dc","Joar Mahkent (New Earth)","Bad","Blue","Red","Male","Deceased",51,1947
"dc","Koryak (New Earth)","Good","Brown","Black","Male","Deceased",50,1995
"dc","Lyrl Dox (New Earth)","Bad","Green","Blond","Male","Living",50,1991
"dc","Lonnie Machin (New Earth)","Good","Blue","Red","Male","Living",50,1989
"dc","Sodam Yat (New Earth)","Good","Green","Black","Male","Living",50,1986
"dc","Chester Williams (New Earth)","Good","Blue","Red","Male","Living",50,1985
"dc","Angela Roth (New Earth)","Good","Blue","Black","Female","Deceased",50,1981
"dc","Christopher King (New Earth)","Good","Blue","Blond","Male","Living",50,1981
"dc","Mad Harriet (New Earth)","Bad","Black","others","Female","Deceased",50,1972
"dc","Vykin the Black (New Earth)","Good","Brown","Black","Male","Deceased",50,1971
"dc","Donald Hall (New Earth)","Good","Blue","Blond","Male","Deceased",50,1968
"dc","Lor-Zod (New Earth)","Good","Brown","Brown","Male","Living",49,2006
"dc","Blaze (New Earth)","Bad","Red","Black","Female","Living",49,1990
"dc","Bernadeth (New Earth)","Bad","Brown","Black","Female","Living",49,1972
"dc","Jay Abrams (New Earth)","Good","others","Black","Male","Living",49,1971
"dc","Mortimer Jibbet (New Earth)","Good","Brown","Black","Male","Living",49,1939
"dc","Iolande (New Earth)","Good","others","Black","Female","Living",48,2006
"dc","Yrra Cynril (New Earth)","Neutral","Brown","Black","Female","Living",48,1997
"dc","Mona Bennett (New Earth)","Good","Blue","Blond","Female","Living",48,1963
"dc","Joseph Jones (New Earth)","Good","Blue","Black","Male","Deceased",47,1991
"dc","Matthew Ryder (New Earth)","Good","Blue","Blond","Male","Deceased",47,1991
"dc","Neptune Perkins (New Earth)","Good","Blue","Black","Male","Deceased",47,1945
"dc","Irene Miller (New Earth)","Good","others","Black","Female","Living",47,1940
"dc","Helen Claiborne (New Earth)","Neutral","Blue","Black","Female","Living",46,1995
"dc","Crystal Brown (New Earth)","Good","Green","Brown","Female","Living",46,1992
"dc","Mary Elizabeth Kane (New Earth)","Good","Blue","Blond","Female","Living",46,1989
"dc","Joseph Chilton (New Earth)","Bad","others","Blond","Male","Deceased",46,1987
"dc","Siobhan McDougal (New Earth)","Bad","White","White","Female","Living",46,1987
"dc","Miya Shimada (New Earth)","Good","Brown","Black","Female","Living",46,1984
"dc","Alec Holland (New Earth)","Good","Blue","Blond","Male","Living",46,1972
"dc","Bito Wladon (New Earth)","Bad","Blue","Black","Male","Living",46,1962
"dc","Poseidon (New Earth)","Neutral","White","White","Male","Living",46,1940
"dc","Ryan Choi (New Earth)","Good","Brown","Black","Male","Living",45,2006
"dc","Hunter Zolomon (New Earth)","Bad","Red","Brown","Male","Living",45,2001
"dc","Wendy Jones (New Earth)","Good","Blue","Blond","Female","Deceased",45,1984
"dc","Arani Desai (New Earth)","Good","Blue","Black","Female","Deceased",45,1977
"dc","Duela Dent (Earth-3)","Neutral","others","Red","Female","Deceased",45,1976
"dc","Richard Drakunovski (New Earth)","Good","Blue","Red","Male","Living",45,1975
"dc","Calvin Carson (New Earth)","Good","Blue","Brown","Male","Living",45,1960
"dc","Gregory Sanders (New Earth)","Good","Brown","Brown","Male","Living",45,1941
"dc","Mist I (New Earth)","Bad","Blue","White","Male","Deceased",45,1941
"dc","Rodney Gaynor (New Earth)","Good","Blue","Black","Male","Deceased",45,1940
"dc","Larfleeze (New Earth)","Neutral","Yellow","others","Male","Living",44,2008
"dc","Sean Noonan (New Earth)","Good","Brown","Black","Male","Deceased",44,1993
"dc","William Everett, Sr. (New Earth)","Good","Brown","Black","Male","Deceased",44,1983
"dc","Selinda Flinders (New Earth)","Bad","Blue","Red","Female","Living",44,1981
"dc","Gavyn (New Earth)","Good","Blue","Blond","Male","Living",44,1980
"dc","Jon Valor (New Earth)","Good","Brown","Brown","Male","Deceased",44,1940
"dc","Zachary Zatara (New Earth)","Good","Green","Black","Male","Living",43,2006
"dc","Alura In-Ze (New Earth)","Good","Blue","Blond","Female","Deceased",43,2004
"dc","Iris West II (New Earth)","Good","Green","Red","Female","Living",43,1999
"dc","Sandra Knight (New Earth)","Good","Black","Black","Female","Living",43,1987
"dc","Elizabeth Chapel (New Earth)","Good","Brown","Black","Female","Deceased",43,1985
"dc","Teekl (New Earth)","Neutral","Red","others","Male","Living",43,1973
"dc","Louis Kiyahani (New Earth)","Good","Brown","Black","Male","Living",43,1963
"dc","Dru-Zod II (New Earth)","Bad","Black","Black","Male","Living",43,1961
"dc","Paco Testas (New Earth)","Good","Black","Brown","Male","Living",42,2006
"dc","Mitchell Shelley (New Earth)","Good","Brown","White","Male","Living",42,1997
"dc","Roy Raymond, Jr. (New Earth)","Good","Black","Blond","Male","Living",42,1997
"dc","Audrey Spears (New Earth)","Good","Brown","Brown","Female","Living",42,1996
"dc","William Henderson (New Earth)","Good","Brown","Brown","Male","Living",42,1987
"dc","Helga Jace (New Earth)","Bad","Blue","others","Female","Deceased",42,1983
"dc","Edward Raymond (New Earth)","Good","Brown","Brown","Male","Living",42,1978
"dc","Traya Sutton (New Earth)","Good","Blue","Black","Female","Living",42,1978
"dc","Rac Shade (New Earth)","Good","Blue","Red","Male","Living",42,1977
"dc","Glorious Godfrey (New Earth)","Bad","Black","Red","Male","Living",42,1971
"dc","William Walker (New Earth)","Neutral","Black","Black","Male","Deceased",42,1971
"dc","Rama Kushna (New Earth)","Neutral","Black","Black","Female","Living",42,1967
"dc","Laura De Mille (New Earth)","Bad","Blue","Black","Female","Deceased",42,1964
"dc","June Robbins (New Earth)","Good","Blue","others","Female","Living",42,1957
"dc","Janu (New Earth)","Good","Black","Brown","Male","Living",42,1954
"dc","Myra Mason (New Earth)","Good","Blue","Blond","Female","Deceased",42,1941
"dc","Sayd (New Earth)","Good","Green","White","Female","Living",41,2007
"dc","Catalina Flores (New Earth)","Good","Brown","Black","Female","Deceased",41,2002
"dc","Manitou Raven (New Earth)","Good","White","Black","Male","Deceased",41,2002
"dc","Josephine MacDonald (New Earth)","Good","Brown","Black","Female","Living",41,2001
"dc","Ariana Dzerchenko (New Earth)","Good","Blue","Black","Female","Living",41,1992
"dc","Lazarus Lane (New Earth)","Good","Blue","Black","Male","Deceased",41,1970
"dc","Abel (New Earth)","Neutral","Blue","Black","Male","Living",41,1969
"dc","Strong Bow (New Earth)","Good","Brown","Black","Male","Deceased",41,1951
"dc","Phoebus Apollo (New Earth)","Neutral","Blue","Blond","Male","Living",41,1941
"dc","Arthur Pendragon (New Earth)","Good","Brown","Brown","Male","Living",41,1936
"dc","Brenda Del Vecchio (New Earth)","Good","Brown","Red","Female","Living",40,2006
"dc","Jai West (New Earth)","Good","Brown","Black","Male","Living",40,2005
"dc","Jessica Midnight (New Earth)","Good","Blue","Black","Female","Living",40,2002
"dc","Stacy (New Earth)","Neutral","Green","Red","Female","Living",40,2000
"dc","Donna Carol Force (New Earth)","Good","Blue","Brown","Female","Living",40,1993
"dc","Mariah Romanova (New Earth)","Good","Blue","Red","Female","Living",40,1977
"dc","Christopher Chance (New Earth)","Good","Blue","Black","Male","Living",40,1972
"dc","Eve Aries (Pre-Zero Hour)","Bad","Green","Red","Female","Living",40,1961
"dc","Harold Shapiro (New Earth)","Good","Blue","Red","Male","Living",40,1961
"dc","Ursa (New Earth)","Bad","Brown","Brown","Female","Living",39,2007
"dc","Amon Tomaz (New Earth)","Bad","Brown","Brown","Male","Living",39,2006
"dc","Taleb Beni Khalid (New Earth)","Neutral","Brown","Brown","Male","Living",39,2006
"dc","Dudley Soames (New Earth)","Bad","others","Brown","Male","Deceased",39,1996
"dc","Preston Lindsay (New Earth)","Good","Blue","Blond","Male","Living",39,1995
"dc","William Everett III (New Earth)","Good","Brown","Black","Male","Deceased",39,1994
"dc","Frieda Goren (Dakotaverse)","Good","Green","Red","Female","Living",39,1993
"dc","Shilo Norman (New Earth)","Good","Brown","Black","Male","Living",39,1973
"dc","John Dee (New Earth)","Bad","Brown","Brown","Male","Living",39,1961
"dc","Adrianna Tomaz (New Earth)","Neutral","Brown","Brown","Female","Deceased",38,2006
"dc","Brainiac 8 (New Earth)","Good","Red","others","Female","Deceased",38,2003
"dc","Aleea Strange (New Earth)","Good","Blue","Blond","Female","Living",38,1990
"dc","Anatoli Knyazev (New Earth)","Bad","Brown","Blond","Male","Deceased",38,1988
"dc","Sigrid Nansen (New Earth)","Good","Blue","White","Female","Living",38,1986
"dc","Kole Weathers (New Earth)","Good","Blue","Red","Female","Deceased",38,1985
"dc","Arthur Hall (New Earth)","Good","Brown","White","Male","Living",38,1982
"dc","Cyril Sheldrake (New Earth)","Good","Brown","Brown","Male","Deceased",38,1950
"dc","Thara Ak-Var (New Earth)","Good","Brown","Brown","Female","Deceased",37,2008
"dc","Amy Allen (New Earth)","Neutral","Blue","Brown","Female","Living",37,2006
"dc","Isaiah Crockett (New Earth)","Good","Brown","Brown","Male","Living",37,1996
"dc","Azrael (New Earth)","Neutral","others","Black","Male","Living",37,1985
"dc","Elizabeth Tremayne (New Earth)","Good","Blue","Red","Female","Living",37,1982
"dc","Walter Johnson II (New Earth)","Good","Brown","Black","Male","Living",37,1970
"dc","Lawrence Crock (New Earth)","Bad","Brown","Brown","Male","Living",37,1947
"dc","Lance Gallant (Earth-X)","Good","Blue","Blond","Male","Living",37,1943
"dc","Joan Dale (New Earth)","Good","Blue","Black","Female","Living",37,1941
"dc","Lawrence Belmont (New Earth)","Good","Blue","Brown","Male","Living",37,1940
"dc","Non (New Earth)","Bad","Blue","Black","Male","Living",36,2007
"dc","Charlotte Gage-Radcliffe (New Earth)","Good","Blue","Red","Female","Living",36,2006
"dc","Stormy Knight (New Earth)","Good","Blue","Black","Female","Living",36,2006
"dc","Ramsey Robinson (New Earth)","Good","Blue","Black","Male","Living",36,2004
"dc","Zor-El (New Earth)","Good","Blue","Blond","Male","Deceased",36,2004
"dc","Merayn Dethalis (New Earth)","Good","Yellow","others","Female","Living",36,1993
"dc","Robert Hinckley Long (New Earth)","Neutral","Black","Red","Male","Deceased",36,1992
"dc","Shado (New Earth)","Neutral","Brown","Black","Female","Living",36,1987
"dc","Sarah Simms (New Earth)","Good","Blue","Blond","Female","Living",36,1981
"dc","Maximillian Zeus (New Earth)","Bad","Brown","Brown","Male","Living",36,1979
"dc","Glenda Mark (New Earth)","Good","Blue","Blond","Female","Living",36,1972
"dc","Anthony Rodriguez II (New Earth)","Good","Brown","Brown","Male","Living",36,1970
"dc","Anthro (New Earth)","Good","Brown","Brown","Male","Deceased",36,1968
"dc","Mark Desmond (New Earth)","Bad","others","Brown","Male","Deceased",36,1965
"dc","Hephaestus (New Earth)","Neutral","Blue","White","Male","Living",36,1941
"dc","Thomas Ludlow Hallaway (New Earth)","Bad","Brown","Brown","Male","Deceased",36,1940
"dc","Jeannette (New Earth)","Bad","Blue","White","Female","Living",35,2009
"dc","Dex-Starr (New Earth)","Bad","Yellow","others","Male","Living",35,2008
